score_qstamp,qstamp,measure,beat,246966_tstamp
0.0,0.0,1,2.5,0.52
1.0,1.0,2,1.0,0.9367
1.5,1.5,2,1.25,1.145
2.0,2.0,2,1.5,1.3533
2.5,2.5,2,1.75,1.5617
3.0,3.0,2,2.0,1.77
3.5,3.5,2,2.25,1.9783
4.0,4.0,2,2.5,2.2067
4.5,4.5,2,2.75,2.415
5.0,5.0,3,1.0,2.6233
5.5,5.5,3,1.25,2.8317
6.0,6.0,3,1.5,3.04
6.5,6.5,3,1.75,3.2483
7.0,7.0,3,2.0,3.4567
7.5,7.5,3,2.25,3.665
8.0,8.0,3,2.5,3.8533
8.5,8.5,3,2.75,4.0617
9.0,9.0,4,1.0,4.27
9.5,9.5,4,1.25,4.4783
10.0,10.0,4,1.5,4.6867
10.5,10.5,4,1.75,4.895
11.0,11.0,4,2.0,5.1033
11.5,11.5,4,2.25,5.3117
12.0,12.0,4,2.5,5.52
12.5,12.5,4,2.75,5.7283
13.0,13.0,5,1.0,5.9367
13.5,13.5,5,1.25,6.145
14.0,14.0,5,1.5,6.3533
14.5,14.5,5,1.75,6.5617
15.0,15.0,5,2.0,6.71
15.5,15.5,5,2.25,6.9183
16.0,16.0,5,2.5,7.0667
16.5,16.5,5,2.75,7.275
17.0,17.0,6,1.0,7.4833
17.5,17.5,6,1.25,7.6917
18.0,18.0,6,1.5,7.9
18.5,18.5,6,1.75,8.1083
19.0,19.0,6,2.0,8.3167
19.5,19.5,6,2.25,8.525
20.0,20.0,6,2.5,8.7333
20.5,20.5,6,2.75,8.9417
21.0,21.0,7,1.0,9.15
21.5,21.5,7,1.25,9.3583
22.0,22.0,7,1.5,9.5667
22.5,22.5,7,1.75,9.775
23.0,23.0,7,2.0,9.8776
23.5,23.5,7,2.25,10.0639
24.0,24.0,7,2.5,10.24
24.5,24.5,7,2.75,10.4483
25.0,25.0,8,1.0,10.6567
25.5,25.5,8,1.25,10.865
26.0,26.0,8,1.5,11.0733
26.5,26.5,8,1.75,11.3017
27.0,27.0,8,2.0,11.51
27.5,27.5,8,2.25,11.7183
28.0,28.0,8,2.5,11.9267
28.5,28.5,8,2.75,12.155
29.0,29.0,9,1.0,12.3633
29.5,29.5,9,1.25,12.5717
30.0,30.0,9,1.5,12.78
30.5,30.5,9,1.75,12.9883
31.0,31.0,9,2.0,13.1967
31.5,31.5,9,2.25,13.405
32.0,32.0,9,2.5,13.5333
32.5,32.5,9,2.75,13.7417
33.0,33.0,10,1.0,13.95
33.5,33.5,10,1.25,14.1583
34.0,34.0,10,1.5,14.3667
34.5,34.5,10,1.75,14.575
35.0,35.0,10,2.0,14.7833
35.5,35.5,10,2.25,14.9917
36.0,36.0,10,2.5,15.2
36.5,36.5,10,2.75,15.4083
37.0,37.0,11,1.0,15.6167
37.5,37.5,11,1.25,15.825
38.0,38.0,11,1.5,16.0333
38.5,38.5,11,1.75,16.2417
39.0,39.0,11,2.0,16.45
39.5,39.5,11,2.25,16.6583
40.0,40.0,11,2.5,16.8667
40.5,40.5,11,2.75,17.075
41.0,41.0,12,1.0,17.2833
41.5,41.5,12,1.25,17.4917
42.0,42.0,12,1.5,17.7
42.5,42.5,12,1.75,17.9083
43.0,43.0,12,2.0,18.1167
43.5,43.5,12,2.25,18.325
44.0,44.0,12,2.5,18.4933
44.5,44.5,12,2.75,18.7017
45.0,45.0,13,1.0,18.91
45.5,45.5,13,1.25,19.1183
46.0,46.0,13,1.5,19.3267
46.5,46.5,13,1.75,19.535
47.0,47.0,13,2.0,19.7433
47.5,47.5,13,2.25,19.9517
48.0,48.0,13,2.5,20.16
48.5,48.5,13,2.75,20.3683
49.0,49.0,14,1.0,20.5367
49.5,49.5,14,1.25,20.745
50.0,50.0,14,1.5,20.9533
50.5,50.5,14,1.75,21.1817
51.0,51.0,14,2.0,21.39
51.5,51.5,14,2.25,21.5983
52.0,52.0,14,2.5,21.8067
52.5,52.5,14,2.75,22.015
53.0,53.0,15,1.0,22.2233
53.5,53.5,15,1.25,22.4317
54.0,54.0,15,1.5,22.62
54.5,54.5,15,1.75,22.8283
55.0,55.0,15,2.0,23.0367
55.5,55.5,15,2.25,23.245
56.0,56.0,15,2.5,23.4533
56.5,56.5,15,2.75,23.6617
57.0,57.0,16,1.0,23.87
57.5,57.5,16,1.25,24.0783
58.0,58.0,16,1.5,24.2867
58.5,58.5,16,1.75,24.495
59.0,59.0,16,2.0,24.7099
60.0,60.0,16,2.5,25.18
61.0,61.0,17,1.0,25.5967
61.5,61.5,17,1.25,25.805
62.0,62.0,17,1.5,26.0133
62.5,62.5,17,1.75,26.2217
63.0,63.0,17,2.0,26.43
64.0,64.0,17,2.5,26.8934
65.0,65.0,18,1.0,27.3233
65.5,65.5,18,1.25,27.6917
66.0,66.0,18,1.5,27.9
66.5,66.5,18,1.75,28.1083
67.0,67.0,18,2.0,28.3167
67.5,67.5,18,2.25,28.525
68.0,68.0,18,2.5,28.7333
68.5,68.5,18,2.75,28.9417
69.0,69.0,19,1.0,29.15
70.0,70.0,19,1.5,29.6867
70.75,70.75,19,1.875,29.9992
70.875,70.875,19,1.9375,30.0512
71.0,71.0,19,2.0,30.1033
72.0,72.0,19,2.5,30.52
72.5,72.5,19,2.75,30.7283
73.0,73.0,20,1.0,30.9367
73.5,73.5,20,1.25,31.145
74.0,74.0,20,1.5,31.3533
74.5,74.5,20,1.75,31.5617
75.0,75.0,20,2.0,31.77
75.5,75.5,20,2.25,31.9783
76.0,76.0,20,2.5,32.1934
76.5,76.5,20,2.75,32.415
77.0,77.0,21,1.0,32.6233
77.5,77.5,21,1.25,32.8317
78.0,78.0,21,1.5,33.04
78.5,78.5,21,1.75,33.2483
79.0,79.0,21,2.0,33.4567
79.5,79.5,21,2.25,33.665
80.0,80.0,21,2.5,33.8733
80.5,80.5,21,2.75,34.0817
81.0,81.0,22,1.0,34.29
81.5,81.5,22,1.25,34.4983
82.0,82.0,22,1.5,34.6267
82.5,82.5,22,1.75,34.815
83.0,83.0,22,2.0,35.0233
83.5,83.5,22,2.25,35.2317
84.0,84.0,22,2.5,35.44
84.5,84.5,22,2.75,35.6483
85.0,85.0,23,1.0,35.8567
85.5,85.5,23,1.25,36.07
86.0,86.0,23,1.5,36.2933
86.5,86.5,23,1.75,36.5017
87.0,87.0,23,2.0,36.71
87.5,87.5,23,2.25,36.9183
88.0,88.0,23,2.5,37.1267
88.5,88.5,23,2.75,37.335
89.0,89.0,24,1.0,37.5433
89.5,89.5,24,1.25,37.7517
90.0,90.0,24,1.5,38.0
90.5,90.5,24,1.75,38.2083
91.0,91.0,24,2.0,38.4167
91.5,91.5,24,2.25,38.565
92.0,92.0,24,2.5,38.7733
92.5,92.5,24,2.75,38.9817
93.0,93.0,25,1.0,39.19
93.5,93.5,25,1.25,39.3983
94.0,94.0,25,1.5,39.6067
94.5,94.5,25,1.75,39.815
95.0,95.0,25,2.0,40.0033
95.5,95.5,25,2.25,40.2117
96.0,96.0,25,2.5,40.42
96.5,96.5,25,2.75,40.7083
97.0,97.0,26,1.0,40.9167
97.5,97.5,26,1.25,41.125
98.0,98.0,26,1.5,41.3333
98.5,98.5,26,1.75,41.5217
99.0,99.0,26,2.0,41.73
99.5,99.5,26,2.25,41.9383
100.0,100.0,26,2.5,42.1467
100.5,100.5,26,2.75,42.355
101.0,101.0,27,1.0,42.5666
101.5,101.5,27,1.25,42.7917
102.0,102.0,27,1.5,43.0
