score_qstamp,qstamp,measure,beat,723381_tstamp,729189_tstamp,723373_tstamp,730988_tstamp,736446_tstamp,723385_tstamp,723403_tstamp,723410_tstamp,723394_tstamp,728537_tstamp,736451_tstamp,723377_tstamp,711681_tstamp
184.75,184.75,93,1.75,184.9353,187.0553,213.3353,217.0953,179.9753,200.8353,200.4153,181.4753,278.3153,176.2153,226.7153,181.3353,184.1553
185.0,185.0,93,2.0,185.1326,187.2526,213.5526,217.2926,180.1926,201.0326,200.6926,181.6726,278.5526,176.4526,226.9126,181.5326,184.3526
185.3333,185.3333,93,2.3333,185.4358,187.6558,214.0158,217.5958,180.5558,201.3958,201.0558,181.9358,278.9358,176.7158,227.1758,181.7958,184.6558
185.5,185.5,93,2.5,185.6044,187.7948,214.1474,217.8348,180.6948,201.557,201.1874,182.0674,279.0748,176.8474,227.3074,181.9274,184.7874
185.6667,185.6667,93,2.6667,185.799,188.099,214.379,218.079,180.919,201.759,201.399,182.199,279.259,177.019,227.439,182.119,184.999
185.75,185.75,93,2.75,185.8647,188.1647,214.4447,218.1447,180.9847,201.8247,201.4647,182.2647,279.3247,177.0847,227.5047,182.1847,185.0647
186.0,186.0,94,1.0,186.0642,188.3621,214.6421,218.3421,181.1821,202.0221,201.6621,182.4621,279.5221,177.3021,227.6621,182.3821,185.2642
186.3333,186.3333,94,1.3333,186.6252,188.8852,215.1452,218.9052,181.6652,202.7652,202.2652,182.8956,279.946,177.6956,228.0252,182.6452,185.6808
186.5,186.5,94,1.5,186.7568,189.0168,215.2768,219.0368,181.7968,202.8968,202.3968,183.0568,280.1368,177.8768,228.1568,182.7968,185.8568
186.6667,186.6667,94,1.6667,186.8884,189.1736,215.5136,219.3284,181.9788,203.0284,202.5284,183.1884,280.3284,178.0084,228.2884,183.1284,185.9884
187.0,187.0,94,2.0,187.1516,189.4716,215.8116,219.6116,182.3116,203.2916,202.7916,183.4916,280.6716,178.2716,228.5516,183.3916,186.2516
187.3333,187.3333,94,2.3333,187.6347,190.0547,216.3747,219.8747,182.8147,203.6547,203.2347,183.8147,281.2747,178.6747,228.8147,183.6547,186.5747
187.5,187.5,94,2.5,187.7663,190.2063,216.5663,220.0063,182.9463,203.7863,203.4463,183.9663,281.4063,178.8504,228.9463,183.8663,186.7063
187.6667,187.6667,94,2.6667,187.8979,190.3379,216.6979,220.1379,183.0779,203.9179,203.5779,184.0979,281.5379,179.0779,229.0626,183.9979,186.8979
188.0,188.0,95,1.0,188.1611,190.6211,216.9611,220.6811,183.3411,204.2011,203.9211,184.3611,281.8011,179.3411,229.2211,184.2611,187.1611
188.3333,188.3333,95,1.3333,188.5842,191.0042,217.5042,221.2442,183.6242,204.8042,204.4642,184.6242,282.3042,179.6042,229.4842,184.5642,187.5642
188.5,188.5,95,1.5,188.7158,191.1358,217.6358,221.3758,183.7558,204.9358,204.5958,184.7758,282.4358,179.7358,229.6158,184.6958,187.6958
188.6667,188.6667,95,1.6667,188.8474,191.2748,217.7674,221.5074,183.8874,205.0674,204.7274,184.994,282.5674,179.8674,229.7474,184.8274,187.8274
189.0,189.0,95,2.0,189.1105,191.5505,218.0305,221.7705,184.1505,205.3305,204.9905,185.4705,282.8705,180.1305,230.0105,185.1705,188.0905
189.3333,189.3333,95,2.3333,189.4337,191.9137,218.5537,222.2337,184.5337,205.6537,205.3537,185.7337,283.1337,180.4537,230.2737,185.5537,188.4337
189.5,189.5,95,2.5,189.5653,192.0453,218.6906,222.3653,184.6706,205.7853,205.4959,185.8653,283.2653,180.6053,230.3853,185.6853,188.5653
189.6667,189.6667,95,2.6667,189.8169,192.3352,218.9169,222.6569,184.8769,206.0369,205.7569,185.9969,283.5445,180.7707,230.5907,185.8369,188.7507
190.0,190.0,96,1.0,190.08,192.7,219.22,222.92,185.16,206.32,206.02,186.26,283.84,181.04,230.86,186.2,189.02
190.3333,190.3333,96,1.3333,190.6431,193.0631,219.8031,223.4431,185.6231,206.8431,206.3231,186.6831,284.3431,181.5231,231.1231,186.4631,189.4831
190.5,190.5,96,1.5,190.7747,193.1947,219.9347,223.5747,185.7547,206.9747,206.4547,186.8147,284.4747,181.6547,231.2547,186.5947,189.6147
190.6667,190.6667,96,1.6667,190.9063,193.3589,220.0663,223.7126,185.8863,207.1063,206.5926,186.9463,284.6126,181.7863,231.3863,186.7263,189.7463
191.0,191.0,96,2.0,191.1695,193.7295,220.3295,224.0895,186.2295,207.3695,207.0895,187.2095,285.1495,182.0495,231.6495,187.0895,190.0095
191.3333,191.3333,96,2.3333,191.6126,194.2526,221.0726,224.7326,186.6526,207.9726,207.7926,187.4926,285.5726,182.3726,231.9326,187.4126,190.4326
191.5,191.5,96,2.5,191.7442,194.3842,221.2042,224.8642,186.7842,208.1084,207.9242,187.6242,285.7042,182.5042,232.0642,187.5694,190.5842
191.6667,191.6667,96,2.6667,191.8758,194.5158,221.3358,224.9958,186.9158,208.2758,208.1358,187.7558,285.8358,182.6358,232.1958,187.7958,190.7158
192.0,192.0,97,1.0,192.1389,194.7789,221.5989,225.2589,187.1789,208.5389,208.4789,188.0189,286.0989,182.8989,232.4589,188.0589,190.9789
192.3333,192.3333,97,1.3333,192.4421,195.1421,222.0221,225.6221,187.5621,208.9221,208.8621,188.3421,286.5421,183.2821,232.7221,188.3221,191.2421
192.5,192.5,97,1.5,192.5737,195.2737,222.1537,225.7537,187.6937,209.0537,208.9937,188.4737,286.6737,183.4137,232.8468,188.4537,191.3937
192.6667,192.6667,97,1.6667,192.7477,195.4318,222.2853,225.933,187.8306,209.233,209.1253,188.6424,286.8053,183.5453,232.9253,188.5453,191.5253
193.0,193.0,97,2.0,193.2072,195.7852,222.6284,226.3484,188.1084,209.6284,209.3884,189.0084,287.0768,183.8084,233.1884,188.8084,191.7884
193.3333,193.3333,97,2.3333,193.5916,196.1716,223.0916,226.7716,188.4716,209.9516,209.6516,189.2716,287.4116,184.1516,233.4516,189.0916,192.1116
193.5,193.5,97,2.5,193.7232,196.3064,223.2232,226.9432,188.6096,210.1264,209.8232,189.4328,287.5432,184.2832,233.5832,189.2232,192.2464
193.6667,193.6667,97,2.6667,193.9548,196.5348,223.5748,227.3948,188.9148,210.3948,209.9548,189.6148,287.8148,184.5148,233.7148,189.5348,192.5148
193.75,193.75,97,2.75,194.0205,196.6005,223.6405,227.4605,188.9805,210.5205,210.1405,189.6805,287.9205,184.5805,233.7805,189.6005,192.5805
194.0,194.0,98,1.0,194.2179,196.8358,223.8979,227.6937,189.1779,210.7179,210.3779,189.9358,288.1179,184.7779,233.9779,189.7979,192.7958
196.0,196.0,99,1.0,196.2168,199.1112,226.352,229.8368,191.0368,213.1368,212.6768,191.9368,290.2936,186.7168,235.5368,191.6368,194.5768
197.0,197.0,99,2.0,197.1863,200.2263,227.5463,230.9863,191.9463,213.9263,213.9863,192.7663,291.3715,186.7513,236.3263,192.5263,195.3863
197.5,197.5,99,2.5,197.7211,200.6411,228.0011,231.7611,192.5411,214.7499,214.4011,193.3233,291.8332,186.7571,236.7211,193.2611,196.0255
197.75,197.75,99,2.75,198.0384,200.8384,228.3184,232.092,192.7784,215.2584,214.5984,193.5584,292.2384,186.76,236.9184,193.4784,196.3384
198.0,198.0,100,1.0,198.2558,201.099,228.5358,232.3158,192.9758,215.4558,214.8158,193.7958,292.4358,186.9558,237.1158,193.6758,196.5358
200.0,200.0,101,1.0,200.1547,203.5347,230.9547,234.4788,195.2947,218.1147,216.9347,195.6347,294.7947,189.0947,238.7147,196.4347,198.8947
201.0,201.0,101,2.0,200.9842,204.3242,231.8642,235.7842,196.4242,218.9042,217.8842,196.4842,295.6368,189.9642,239.5042,197.2842,199.7242
201.3333,201.3333,101,2.3333,201.3073,204.5873,232.2273,236.0473,196.7073,219.1673,218.1473,196.7546,295.9473,190.2273,239.7673,197.5673,199.9873
201.5,201.5,101,2.5,201.5389,204.7189,232.4534,236.1789,196.8389,219.2989,218.4789,197.0378,296.1356,190.3589,239.8989,197.6989,200.1189
201.6667,201.6667,101,2.6667,201.8412,204.8506,232.7012,236.3106,196.9706,219.4812,218.746,197.3106,296.5106,190.4906,240.0306,197.8306,200.2506
201.75,201.75,101,2.75,201.9163,204.9163,232.8089,236.6163,197.0363,219.5563,218.9363,197.3763,296.5763,190.5563,240.0963,197.8963,200.3163
202.0,202.0,102,1.0,202.1411,205.1611,233.1433,236.8685,197.3159,219.8137,219.1611,197.6148,296.7737,190.7537,240.2937,198.0937,200.5411
202.3333,202.3333,102,1.3333,202.5368,205.6672,233.7952,237.3072,197.7536,220.2968,219.7512,197.9968,297.4168,191.1368,240.5568,198.3568,200.9168
202.6667,202.6667,102,1.6667,202.8,206.02,234.1,237.58,198.06,220.56,220.04,198.26,297.74,191.56,240.82,198.5686,201.22
203.0,203.0,102,2.0,203.092,206.2928,234.3696,237.8592,198.3232,220.8232,220.3632,198.5232,298.0032,191.8264,241.0832,198.7632,201.5296
203.3333,203.3333,102,2.3333,203.7463,206.6263,235.2063,238.3463,198.6063,221.4863,221.2263,198.9326,298.5463,192.1663,241.3463,199.0263,201.9663
203.5,203.5,102,2.5,203.8779,206.7579,235.3979,238.4779,198.7579,221.6179,221.3579,199.0779,298.6779,192.2979,241.4779,199.1579,202.0979
203.6667,203.6667,102,2.6667,204.0695,206.8895,235.5295,238.6095,198.8895,221.7695,221.5495,199.2095,298.8095,192.4295,241.6095,199.2895,202.2295
204.0,204.0,103,1.0,204.3326,207.1526,235.7926,238.8726,199.1526,222.0326,221.8126,199.5126,299.0726,192.6926,241.8726,199.5526,202.4926
204.3333,204.3333,103,1.3333,204.6274,207.4758,236.0558,239.1758,199.4158,222.3358,222.0958,199.7758,299.3358,193.3158,242.1758,199.8158,202.9758
204.6667,204.6667,103,1.6667,204.959,207.739,236.319,239.439,199.679,222.599,222.379,200.039,299.599,193.579,242.439,200.079,203.239
205.0,205.0,103,2.0,205.2242,208.0821,236.5821,239.9894,200.0021,222.8621,222.7221,200.3284,299.8684,193.8421,242.7021,200.3621,203.5821
205.3333,205.3333,103,2.3333,205.6104,208.3452,236.8452,240.4852,200.2652,223.6052,223.326,200.7252,300.4016,194.1852,242.9852,200.6652,203.8452
205.5,205.5,103,2.5,205.7568,208.4968,237.0768,240.6168,200.3968,223.7368,223.5168,200.8736,300.6368,194.3168,243.1168,200.8168,203.9768
205.6667,205.6667,103,2.6667,205.9884,208.6284,237.2084,240.7484,200.5284,223.8684,223.6484,201.0084,300.7684,194.4484,243.2484,200.9484,204.1084
206.0,206.0,104,1.0,206.2716,208.9148,237.6116,241.0116,200.9516,224.1316,223.9116,201.4192,301.078,194.7232,243.5116,201.2348,204.4116
206.3333,206.3333,104,1.3333,206.5347,209.3547,238.0347,241.3547,201.2547,224.3947,224.3294,201.8747,301.4147,195.1747,243.7747,201.5747,204.6947
206.6667,206.6667,104,1.6667,206.8379,209.6179,238.3579,241.6379,201.5179,224.6579,224.6179,202.1379,301.6958,195.4379,244.0379,201.8379,204.9579
207.0,207.0,104,2.0,207.1011,209.8811,238.8411,241.9011,201.8077,224.9255,224.8811,202.4011,301.9611,195.7011,244.3011,202.1022,205.2211
207.3333,207.3333,104,2.3333,207.3842,210.2842,239.3242,242.3042,202.1842,225.2642,225.1442,202.6842,302.2242,195.9842,244.5642,202.3842,205.5042
207.5,207.5,104,2.5,207.5158,210.4158,239.4558,242.4358,202.3158,225.4158,225.2758,202.8158,302.3558,196.1158,244.6958,202.5158,205.6758
207.6667,207.6667,104,2.6667,207.6474,210.5474,239.6674,242.5674,202.4844,225.5622,225.4074,202.9474,302.4874,196.2474,244.8274,202.6474,205.8074
208.0,208.0,105,1.0,207.9105,210.8105,239.9305,242.8305,202.8105,225.8505,225.6705,203.2105,302.7505,196.5305,245.0905,202.9105,206.0705
208.3333,208.3333,105,1.3333,208.1937,211.1137,240.3937,243.0937,203.0737,226.2937,226.0937,203.4737,303.0137,196.7937,245.3537,203.3137,206.4537
208.6667,208.6667,105,1.6667,208.4569,211.3769,240.6569,243.4169,203.3769,226.5569,226.3569,203.7369,303.2769,197.0569,245.6169,203.5769,206.7169
209.0,209.0,105,2.0,208.72,211.64,240.92,243.68,203.64,226.86,226.62,204.0,303.6,197.32,245.88,203.84,206.98
209.3333,209.3333,105,2.3333,209.0062,211.9031,241.2031,243.9431,204.0431,227.2231,227.0631,204.3231,303.8631,197.6031,246.1431,204.1231,207.2662
209.5,209.5,105,2.5,209.1747,212.0347,241.3747,244.0747,204.1747,227.3547,227.1947,204.4547,304.0829,197.7347,246.2747,204.2547,207.4347
209.6667,209.6667,105,2.6667,209.3663,212.1663,241.5063,244.2063,204.3063,227.4863,227.3263,204.5863,304.2463,197.8663,246.4063,204.3863,207.6063
210.0,210.0,106,1.0,209.6295,212.496,241.8495,244.479,204.598,227.7895,227.6495,204.8495,304.5095,198.1295,246.6695,204.6495,207.8695
210.3333,210.3333,106,1.3333,209.9326,212.8726,242.1126,244.8126,204.9126,228.3526,227.9726,205.1126,304.7726,198.3926,246.9326,204.9126,208.1526
210.6667,210.6667,106,1.6667,210.2116,213.1358,242.3758,245.0758,205.1758,228.6358,228.3958,205.4558,305.0758,198.6558,247.1958,205.1958,208.4358
211.0,211.0,106,2.0,210.5589,213.4189,243.0978,245.4789,205.5189,228.8989,228.9189,205.7389,305.4589,198.9189,247.4589,205.4589,208.7189
211.3333,211.3333,106,2.3333,210.8221,213.9221,243.5621,245.7621,205.9221,229.1821,229.2221,206.1421,305.7221,199.3421,247.7821,205.7821,209.1421
211.5,211.5,106,2.5,210.9537,214.0537,243.6937,245.8937,206.0537,229.3137,229.3537,206.2737,305.8537,199.4737,247.9137,205.9137,209.2737
211.6667,211.6667,106,2.6667,211.1159,214.1853,243.8253,246.0653,206.2053,229.4453,229.5053,206.4053,305.9853,199.6053,248.0653,206.0453,209.4053
212.0,212.0,107,1.0,211.4284,214.4484,244.0884,246.3484,206.4884,229.7084,229.7684,206.6852,306.2684,199.8684,248.3284,206.3284,209.6684
212.3333,212.3333,107,1.3333,211.8716,214.7116,244.3716,246.6116,206.7716,230.0316,230.0716,206.9716,306.5316,200.1916,248.5716,206.5916,210.0316
212.6667,212.6667,107,1.6667,212.1348,214.9948,244.6948,246.9148,207.0948,230.3148,230.3748,207.2348,306.8148,200.4548,248.8348,206.8548,210.2948
213.0,213.0,107,2.0,212.3979,215.2979,245.0958,247.1979,207.4158,230.6495,230.7179,207.4979,307.1779,200.7379,249.0979,207.1379,210.5579
213.3333,213.3333,107,2.3333,212.801,215.561,245.561,247.521,207.861,231.121,231.222,207.761,307.542,201.081,249.361,207.441,210.941
213.5,213.5,107,2.5,212.9326,215.7526,245.6926,247.6526,207.9926,231.2526,231.3726,207.8926,307.6926,201.2126,249.4863,207.5726,211.0726
213.6667,213.6667,107,2.6667,213.0642,215.8842,245.8442,247.7842,208.1242,231.3842,231.5284,208.0242,307.8242,201.4042,249.5674,207.7042,211.2042
214.0,214.0,108,1.0,213.3348,216.2148,246.257,248.1496,208.4244,231.6474,231.8074,208.3822,308.1874,201.6674,249.7674,207.9874,211.4674
214.3333,214.3333,108,1.3333,213.6105,216.5105,246.8305,248.5305,208.7505,231.9705,232.2905,208.7905,308.4505,201.9305,250.0505,208.2505,211.7305
214.6667,214.6667,108,1.6667,213.8937,216.7937,247.1137,248.7937,209.0537,232.2337,232.5537,209.0537,308.7137,202.1937,250.3137,208.5137,211.9937
215.0,215.0,108,2.0,214.2368,217.0968,247.3968,249.0568,209.3168,232.6168,232.8168,209.3168,308.9768,202.5168,250.5968,208.7768,212.3168
215.3333,215.3333,108,2.3333,214.68,217.5,247.7,249.42,209.78,233.08,233.16,209.66,309.38,202.98,250.86,209.14,212.78
215.5,215.5,108,2.5,214.8116,217.6716,247.8316,249.5716,209.9232,233.2716,233.5716,209.8116,309.5116,203.1116,250.9916,209.2716,212.9316
215.6667,215.6667,108,2.6667,214.9432,217.8032,248.0432,249.7232,210.0632,233.4032,233.7432,209.9432,309.6432,203.2464,251.1232,209.4032,213.0632
216.0,216.0,109,1.0,215.2063,218.0789,248.3819,249.9926,210.4052,233.6726,234.0063,210.2063,310.0241,203.5263,251.3863,209.6726,213.3263
216.3333,216.3333,109,1.3333,215.5788,218.4894,249.2694,250.2894,210.8494,234.1494,234.5694,210.4694,310.4494,203.8494,251.7952,209.9494,213.6694
216.6667,216.6667,109,1.6667,215.8927,218.7727,249.5527,250.6927,211.1127,234.4254,234.8327,210.7527,310.7127,204.1127,252.1527,210.2127,213.9327
217.0,217.0,109,2.0,216.1958,219.0758,249.8158,251.1358,211.4358,234.6958,235.0958,211.0758,310.9758,204.4358,252.4158,210.5958,214.2958
217.3333,217.3333,109,2.3333,216.5589,219.4189,250.2589,251.7189,212.6789,235.3389,235.9389,211.3389,312.0989,204.6989,252.8189,210.8589,214.5589
217.5,217.5,109,2.5,216.7305,219.5505,250.3905,251.8505,212.8105,235.4705,236.0705,211.5905,312.2305,204.8305,252.9505,210.9905,214.6905
217.6667,217.6667,109,2.6667,216.9021,220.0021,250.5821,251.9821,212.9421,235.6221,236.2021,211.7221,312.3621,204.9621,253.0821,211.1263,214.8221
218.0,218.0,110,1.0,217.1706,220.2653,250.8824,252.2453,213.2053,235.9012,236.4653,211.9906,312.6253,205.2412,253.3453,211.4571,215.0853
218.3333,218.3333,110,1.3333,217.4484,220.5368,251.2684,252.5084,213.4684,236.2284,236.7284,212.2884,312.8884,205.5484,253.6084,211.8084,215.3484
218.6667,218.6667,110,1.6667,217.7116,220.8716,251.5316,252.7716,213.7316,236.4916,236.9916,212.5516,313.1516,205.8316,253.8716,212.0716,215.6116
219.0,219.0,110,2.0,217.9747,221.1347,251.7947,253.0347,213.9947,236.7547,237.2547,212.8547,313.4147,206.0947,254.1347,212.3347,215.8747
219.3333,219.3333,110,2.3333,218.2379,221.4379,252.0579,253.4979,214.2779,237.3579,237.5179,213.1979,313.7179,206.3579,254.3979,212.6579,216.1379
219.5,219.5,110,2.5,218.3695,221.5695,252.2495,253.6295,214.4095,237.4895,237.6495,213.3295,313.8695,206.4895,254.5295,212.7895,216.2695
219.6667,219.6667,110,2.6667,218.5011,221.7011,252.4011,253.7611,214.5411,237.6211,237.7811,213.4611,314.0011,206.6211,254.6611,212.9222,216.4011
220.0,220.0,111,1.0,218.7642,221.9642,252.6642,254.0242,214.8042,237.9136,238.0442,213.7442,314.2642,206.8842,254.9242,213.2042,216.6642
220.3333,220.3333,111,1.3333,219.0273,222.2273,252.9273,254.3273,215.0673,238.2873,238.3073,214.0073,314.5273,207.1473,255.1873,213.5273,216.9273
220.6667,220.6667,111,1.6667,219.2906,222.4906,253.1906,254.5906,215.3306,238.5506,238.5706,214.2706,314.7906,207.4106,255.4506,213.7906,217.1906
221.0,221.0,111,2.0,219.5537,222.7537,253.4537,254.8537,215.5937,238.8137,238.8337,214.5337,315.0537,207.6737,255.7137,214.0537,217.4537
221.3333,221.3333,111,2.3333,219.8168,223.0168,253.8968,255.1368,215.8568,239.0768,239.0968,214.8568,315.3168,208.1568,255.9768,214.3368,218.0168
221.5,221.5,111,2.5,219.9484,223.1484,254.0284,255.2684,215.9884,239.2084,239.2284,214.9884,315.4484,208.2884,256.1084,214.4684,218.1684
221.6667,221.6667,111,2.6667,220.08,223.28,254.16,255.4,216.12,239.34,239.36,215.12,315.58,208.42,256.24,214.6,218.3
222.0,222.0,112,1.0,220.4872,223.6168,254.5736,255.7048,216.3832,239.632,239.8096,215.3928,315.8464,208.6832,256.5032,214.8632,218.5896
222.3333,222.3333,112,1.3333,221.5463,224.3063,255.6663,256.2063,216.6463,240.3863,240.9463,215.9663,316.1863,208.9463,256.7663,215.1263,218.9863
222.5,222.5,112,1.5,221.6779,224.4379,255.7979,256.3379,216.7779,240.5179,241.0779,216.1179,316.3179,209.1179,256.8979,215.2579,219.1179
222.6667,222.6667,112,1.6667,221.8095,224.5695,255.9295,256.4695,216.9095,240.6495,241.2095,216.2495,316.4495,209.2895,257.0295,215.3895,219.2695
223.0,223.0,112,2.0,222.0726,224.8326,256.2726,256.7526,217.1726,240.9126,241.4726,216.5126,316.7126,209.7126,257.2926,215.6526,219.5526
223.3333,223.3333,112,2.3333,222.3358,225.0958,257.0958,257.3158,217.7158,241.4558,241.9958,216.8358,317.3158,210.0358,257.5558,215.9558,219.8358
223.5,223.5,112,2.5,222.4674,225.2274,257.2274,257.4474,217.8474,241.5874,242.1274,216.9674,317.4474,210.1674,257.6874,216.0874,219.9674
223.6667,223.6667,112,2.6667,222.599,225.359,257.359,257.579,217.979,241.719,242.259,217.099,317.579,210.299,257.819,216.219,220.099
224.0,224.0,113,1.0,222.8957,225.6452,257.6263,257.8421,218.2421,241.9821,242.5284,217.3726,317.8421,210.5747,258.0842,216.4821,220.3789
224.3333,224.3333,113,1.3333,223.4452,226.1052,257.9252,258.1052,218.5052,242.2452,242.8652,217.7252,318.1052,210.9452,258.3652,216.7452,220.7852
224.6667,224.6667,113,1.6667,223.7084,226.3684,258.1884,258.3684,218.7684,242.5084,243.1284,217.9884,318.3684,211.2084,258.6284,217.0084,221.0484
225.0,225.0,113,2.0,223.9716,226.6316,258.4516,258.6316,219.0316,242.7716,243.3916,218.2516,318.6316,211.4716,258.8916,217.2716,221.3116
225.3333,225.3333,113,2.3333,224.2947,227.1347,258.9147,259.0147,219.2947,243.2147,243.9747,218.5547,318.9347,211.8147,259.1747,217.6147,221.6347
225.5,225.5,113,2.5,224.4263,227.2663,259.0463,259.1463,219.4389,243.3463,244.1063,218.6863,319.0863,211.9463,259.3063,217.7463,221.7663
225.6667,225.6667,113,2.6667,224.5579,227.3979,259.1779,259.2779,219.6179,243.4779,244.2379,218.8179,319.2179,212.0779,259.4379,217.8779,221.8979
226.0,226.0,114,1.0,224.8288,227.6611,259.4466,259.5488,219.9655,243.7455,244.5077,219.0866,319.4877,212.3444,259.7011,218.1444,222.1655
226.3333,226.3333,114,1.3333,225.3242,227.9242,259.9042,259.9442,220.3242,244.3042,244.8842,219.4842,319.8642,212.7042,259.9842,218.4642,222.5442
226.5,226.5,114,1.5,225.4558,228.0558,260.0358,260.0758,220.4958,244.4358,245.0158,219.6158,320.0158,212.8358,260.1158,218.5958,222.6758
226.6667,226.6667,114,1.6667,225.6074,228.3074,260.3274,260.2874,220.6674,244.5674,245.2348,219.7674,320.1474,213.0748,260.2474,218.7274,222.9274
227.0,227.0,114,2.0,225.8705,228.581,260.741,260.5505,220.9305,244.8305,245.5505,220.0505,320.4105,213.4505,260.5105,219.0115,223.243
227.3333,227.3333,114,2.3333,226.2137,228.9337,261.2137,260.8937,221.4337,245.2537,246.0137,220.4537,320.8137,213.7337,260.7737,219.2937,223.5737
227.5,227.5,114,2.5,226.3453,229.0653,261.3453,261.0506,221.5653,245.3853,246.1453,220.5853,320.9453,213.8653,260.9053,219.4253,223.7053
227.6667,227.6667,114,2.6667,226.4769,229.1969,261.4769,261.1969,221.6969,245.5169,246.2769,220.7369,321.0769,214.0369,261.0369,219.5569,223.8569
228.0,228.0,115,1.0,226.74,229.46,261.78,261.48,221.96,245.78,246.54,221.0,321.34,214.36,261.3,219.82,224.18
228.3333,228.3333,115,1.3333,227.1231,229.9031,262.4631,261.8431,222.3231,246.3031,247.1431,221.2831,321.7631,214.7231,261.7631,220.2431,224.5431
228.5,228.5,115,1.5,227.2547,230.0347,262.5947,261.9747,222.4547,246.4347,247.2747,221.4347,321.9147,214.8547,261.8947,220.3747,224.6747
228.6667,228.6667,115,1.6667,227.4063,230.1663,262.7263,262.1063,222.6063,246.5663,247.4063,221.5663,322.0463,215.0663,262.0263,220.5063,224.9063
229.0,229.0,115,2.0,227.679,230.4295,262.9895,262.4085,222.8695,246.8295,247.6695,221.8295,322.319,215.3295,262.2895,220.7695,225.1695
229.3333,229.3333,115,2.3333,228.2926,230.8126,263.2926,262.9326,223.2526,247.3726,247.9326,222.1126,322.7926,215.9126,262.5726,221.0326,225.7126
229.5,229.5,115,2.5,228.4242,230.9442,263.5168,263.0642,223.3842,247.5042,248.081,222.2442,322.9242,216.0442,262.7042,221.1642,225.8726
229.6667,229.6667,115,2.6667,228.5558,231.0958,263.6958,263.1958,223.5158,247.6358,248.2758,222.3758,323.0558,216.1958,262.8358,221.2958,226.0558
230.0,230.0,116,1.0,228.8189,231.3589,263.9789,263.4589,223.7789,247.8989,248.7967,222.6589,323.3189,216.4589,263.0989,221.5589,226.3189
230.3333,230.3333,116,1.3333,229.5221,231.8421,264.6621,263.9221,224.1021,248.3421,249.2221,223.0021,323.8021,216.7821,263.3221,221.9421,226.8221
230.6667,230.6667,116,1.6667,229.7853,232.1053,264.9653,264.1853,224.3853,248.6053,249.4853,223.2653,324.0653,217.0453,263.5853,222.2053,227.0853
231.0,231.0,116,2.0,230.0484,232.4272,265.2284,264.4484,224.766,248.9356,249.7904,223.686,324.3368,217.3284,263.8484,222.4684,227.3484
231.3333,231.3333,116,2.3333,230.3116,232.7716,265.4916,264.7116,225.1916,249.3716,250.1116,224.1316,324.7116,217.6316,264.1316,222.7316,227.6116
231.5,231.5,116,2.5,230.4432,232.9032,265.6232,264.8528,225.3232,249.6032,250.2784,224.2632,324.8592,217.7632,264.2632,222.8632,227.7432
231.6667,231.6667,116,2.6667,230.5748,233.0348,265.7548,265.0348,225.4548,249.7548,250.5948,224.3948,325.0748,217.8948,264.3948,222.9948,227.8748
232.0,232.0,117,1.0,230.8379,233.2979,266.0179,265.2979,225.7179,250.0579,250.8579,224.6579,325.3379,218.1579,264.6579,223.2779,228.1379
232.3333,232.3333,117,1.3333,231.141,233.561,266.281,265.581,225.981,250.381,251.121,224.921,325.781,218.421,264.961,223.541,228.421
232.6667,232.6667,117,1.6667,231.4442,233.8242,266.5642,265.8842,226.2442,250.6442,251.4042,225.1842,326.0642,218.6842,265.2242,223.8042,228.6842
233.0,233.0,117,2.0,231.7074,234.3474,267.1592,266.2496,226.9474,250.9644,252.1674,225.4474,326.3844,219.0074,265.6422,224.1074,229.1548
233.3333,233.3333,117,2.3333,231.9705,234.6105,267.5105,266.6505,227.2105,251.3105,252.4305,225.7105,326.7905,219.2705,265.9505,224.3705,229.6715
233.5,233.5,117,2.5,232.1021,234.8021,267.6421,266.7968,227.3421,251.4463,252.5821,225.8821,326.9221,219.4221,266.0821,224.5105,229.8421
233.6667,233.6667,117,2.6667,232.2337,234.9337,267.7737,267.0537,227.4737,251.6137,252.7137,226.0137,327.0537,219.5737,266.2137,224.7137,229.9737
234.0,234.0,118,1.0,233.0768,235.4968,268.6768,267.4968,227.8168,252.1568,253.4168,226.3368,327.3168,220.3768,266.4936,225.0568,230.2968
234.3333,234.3333,118,1.3333,233.34,235.76,268.94,267.76,228.08,252.44,253.68,226.6,327.64,220.64,266.76,225.34,230.56
234.6667,234.6667,118,1.6667,233.6032,236.0232,269.2032,268.0232,228.3432,252.7032,253.9632,226.8632,327.9032,220.9032,267.0232,225.6032,230.8232
235.0,235.0,118,2.0,233.8726,236.2863,269.4926,268.3241,228.6126,253.0052,254.2263,227.1263,328.1926,221.1726,267.2863,225.8863,231.0863
235.3333,235.3333,118,2.3333,234.1494,236.5494,269.8094,268.6694,228.8894,253.3294,254.4988,227.3894,328.4894,221.4494,267.4494,226.1494,231.3494
235.5,235.5,118,2.5,234.2811,236.6811,269.9411,268.8444,229.1233,253.5811,254.7266,227.5233,328.6211,221.6411,267.5811,226.2811,231.5011
235.6667,235.6667,118,2.6667,234.4127,236.8127,270.0727,269.0527,229.3127,253.7327,254.9527,227.6927,328.7527,221.7927,267.7127,226.4327,231.6327
236.0,236.0,119,1.0,234.6758,237.0758,270.4358,269.3158,229.5758,253.9958,255.2158,227.9558,329.0758,222.0558,267.9758,226.6958,231.8958
