score_qstamp,qstamp,measure,beat,246973_tstamp,831986_tstamp,728904_tstamp,728917_tstamp,728894_tstamp,728899_tstamp,729162_tstamp,728924_tstamp,728932_tstamp,728941_tstamp,728936_tstamp,728928_tstamp,728908_tstamp,728912_tstamp,728945_tstamp,728959_tstamp,728962_tstamp
351.0,414.0,180,2.0,211.9444,211.9444,206.2255,231.9411,219.1411,233.8655,258.6699,218.8011,223.4011,38.6842,206.2611,246.1444,65.5599,220.5211,231.8622,230.9611,258.0833
351.5,414.5,180,2.5,212.2184,212.2184,206.4984,232.1384,219.3384,234.1384,259.0184,218.9984,223.5984,38.6843,206.4584,246.3984,65.7384,220.7184,232.0784,231.1584,258.3184
352.0,415.0,181,1.0,212.4358,212.4358,206.6958,232.3358,219.5358,234.4958,259.2358,219.1958,223.7958,38.6844,206.8558,246.5958,65.9358,220.9158,232.2758,231.3558,258.5558
352.5,415.5,181,1.5,212.6332,212.6332,207.0732,232.6332,219.9132,234.9332,259.6456,219.5796,224.1864,38.6845,207.1528,246.8532,66.0623,221.3796,232.7132,231.5532,259.2264
353.0,416.0,181,2.0,212.9305,212.9305,207.2705,232.9705,220.1305,235.1305,259.9105,219.7905,224.3905,38.6847,207.4305,247.121,66.0685,221.5905,232.9105,231.8315,259.4305
353.5,416.5,181,2.5,213.1679,213.1679,207.4679,233.1679,220.3279,235.3279,260.1079,219.9879,224.5879,38.6848,207.6279,247.3279,66.0746,221.7879,233.1079,232.1237,259.6279
354.0,417.0,182,1.0,213.3653,213.3653,207.6706,233.3653,220.5253,235.5253,260.3053,220.1959,224.7906,38.6849,207.8306,247.5253,66.1053,221.9853,233.3053,232.3706,259.8253
354.5,417.5,182,1.5,213.6426,213.6426,207.8826,233.6826,220.7426,235.7426,260.5078,220.4626,225.1078,38.685,208.1226,247.7852,66.3026,222.2226,233.5226,232.6226,260.0226
355.0,418.0,182,2.0,213.88,213.88,208.14,233.88,220.94,235.94,260.74,220.74,225.36,38.6851,208.32,248.04,66.48,222.44,233.72,232.86,260.22
355.5,418.5,182,2.5,214.1374,214.1374,208.3374,234.1348,221.2174,236.3174,260.9374,220.9374,225.5574,38.6852,208.5174,248.2374,66.6774,222.6374,234.0574,233.1574,260.6774
356.0,419.0,183,1.0,214.3347,214.3347,208.5347,234.3747,221.4147,236.5547,261.1347,221.1347,225.7547,38.6853,208.7147,248.4347,66.8747,222.8347,234.2547,233.3547,260.8947
356.5,419.5,183,1.5,214.7321,214.7521,208.8721,234.6963,221.7521,236.9568,261.5521,221.4484,226.1521,38.6854,209.0921,248.7042,67.012,223.2121,234.6721,233.7442,261.4521
357.0,420.0,183,2.0,214.9295,214.9495,209.0895,234.9095,222.0295,237.2095,261.7495,221.6895,226.3495,38.6855,209.2895,248.9095,67.1695,223.4095,234.8695,233.9695,261.6495
357.5,420.5,183,2.5,215.1268,215.1468,209.2868,235.1204,222.2268,237.4068,261.9468,221.9068,226.5468,38.6856,209.4868,249.1068,67.3634,223.6068,235.0668,234.1668,261.8468
358.0,421.0,184,1.0,215.3284,215.3442,209.4884,235.3642,222.4242,237.6042,262.1442,222.1126,226.7442,38.6857,209.6842,249.3042,67.5442,223.8042,235.2642,234.4042,262.0568
358.5,421.5,184,1.5,215.5616,215.5616,209.7216,235.5616,222.6416,237.8016,262.3616,222.3416,226.9632,38.6859,209.8816,249.5016,67.6301,224.0016,235.4616,234.6016,262.3016
359.0,422.0,184,2.0,215.7789,215.7789,209.9189,235.7989,222.8589,237.9989,262.5589,222.5589,227.1789,38.686,210.0789,249.6989,67.7189,224.1989,235.6789,234.7989,262.5189
359.5,422.5,184,2.5,215.9963,215.9963,210.1163,236.0563,223.0963,238.2963,262.7963,222.8163,227.4563,38.6861,210.2763,249.8963,67.9163,224.4163,235.9163,235.1163,262.8163
360.0,423.0,185,1.0,216.2137,216.2137,210.3537,236.2737,223.3074,238.5674,262.9937,223.0674,227.6737,38.6862,210.5137,250.1137,68.1137,224.6737,236.1737,235.3137,263.0537
360.5,423.5,185,1.5,216.4711,216.4711,210.5711,236.6111,223.6111,238.8511,263.3911,223.3711,227.9911,38.6863,210.7311,250.3311,68.3111,224.9111,236.3911,235.5911,263.3911
361.0,424.0,185,2.0,216.6684,216.6684,210.7684,236.8252,223.8084,239.0484,263.5968,223.5852,228.1884,38.6864,210.9284,250.5284,68.5084,225.1484,236.6484,235.8704,263.5968
361.5,424.5,185,2.5,216.9858,216.9858,211.1458,237.0858,224.1058,239.4058,263.8258,223.9258,228.4258,38.6865,211.3458,250.7516,68.7058,225.4716,237.0058,236.1858,263.9458
362.0,425.0,186,1.0,217.1896,217.1896,211.3432,237.2896,224.3032,239.6096,264.0232,224.1264,228.6928,38.6866,211.5432,250.9664,68.9032,225.7128,237.2032,236.3864,264.1432
362.5,425.5,186,1.5,217.5405,217.5405,211.5805,237.6805,224.621,239.9805,264.2605,224.4205,229.0405,38.6867,211.7405,251.241,69.0416,226.0005,237.5005,236.7805,264.601
363.0,426.0,186,2.0,217.7379,217.7379,211.7779,237.8779,224.8579,240.1779,264.5179,224.6779,229.2379,38.6868,211.9379,251.4779,69.047,226.1979,237.6979,236.9779,264.8179
363.5,426.5,186,2.5,217.9553,217.9553,211.9753,238.0753,225.0753,240.4353,264.7153,224.8753,229.4353,38.687,212.1353,251.6753,69.0523,226.3953,237.9153,237.1753,265.0153
364.0,427.0,187,1.0,218.1526,218.1526,212.2526,238.3126,225.2726,240.7526,264.9326,225.1052,229.6726,38.6871,212.3326,251.8926,69.0576,226.6126,238.1326,237.4126,265.2526
364.25,427.25,187,1.25,218.2913,218.2913,212.3513,238.4426,225.3713,240.8513,265.0913,225.2313,229.7913,38.6871,212.4713,251.9913,69.06,226.7513,238.2913,237.5513,265.3513
364.5,427.5,187,1.5,218.39,218.39,212.45,238.55,225.51,240.95,265.19,225.33,229.89,38.6872,212.58,252.11,69.0601,226.85,238.4,237.67,265.45
365.0,428.0,187,2.0,218.6274,218.6274,212.6474,238.7874,225.7074,241.1474,265.4074,225.5274,230.0874,38.6873,212.7874,252.3274,69.0604,227.1074,238.6274,237.8674,265.7074
365.25,428.25,187,2.25,218.7583,218.7583,212.7583,238.9061,225.8383,241.2722,265.5844,225.6661,230.3261,38.6873,212.9061,252.4261,69.0605,227.2583,238.7461,238.0366,265.8783
365.5,428.5,187,2.5,218.9047,218.9047,212.8941,239.0388,226.0847,241.4141,265.7247,225.9047,230.5447,38.6874,213.1047,252.5341,69.0606,227.4647,238.8835,238.2847,266.0482
366.0,429.0,188,1.0,219.1263,219.1263,213.1221,239.2821,226.2842,241.6684,265.9263,226.1021,230.7621,38.6875,213.3021,252.7621,69.0608,227.6621,239.1463,238.5105,266.3442
366.5,429.5,188,1.5,219.3795,219.3795,213.4195,239.5795,226.5395,242.0195,266.1795,226.3195,230.9795,38.6876,213.4995,252.9795,69.061,227.9195,239.3995,238.7995,266.6195
367.0,430.0,188,2.0,219.6504,219.6504,213.6168,239.7768,226.7568,242.2168,266.3768,226.5368,231.1768,38.6877,213.7368,253.1968,69.0613,228.1168,239.6368,238.9968,266.8168
367.5,430.5,188,2.5,219.8742,219.8742,213.8342,240.0542,226.9542,242.4542,266.6742,226.7684,231.4084,38.6878,213.9742,253.4142,69.0615,228.3142,239.9142,239.1942,267.1084
368.0,431.0,189,1.0,220.0716,220.0716,214.0832,240.2716,227.1516,242.6748,266.8716,226.9948,231.6464,38.6879,214.1832,253.6116,69.0617,228.5116,240.1116,239.3916,267.3116
368.25,431.25,189,1.25,220.2103,220.2103,214.2303,240.4503,227.3303,242.9103,266.9903,227.1703,231.8503,38.688,214.3703,253.7503,69.0618,228.6703,240.2703,239.5612,267.5103
368.5,431.5,189,1.5,220.3178,220.3178,214.3289,240.5489,227.4289,243.0089,267.1156,227.2689,231.9578,38.688,214.4689,253.8489,69.0619,228.7778,240.3689,239.6889,267.6178
368.75,431.75,189,1.75,220.4876,220.4876,214.4276,240.6476,227.5276,243.1076,267.2676,227.3876,232.0676,38.6881,214.5676,254.0076,69.0621,228.8876,240.4676,239.7876,267.7476
369.0,432.0,189,2.0,220.5863,220.5863,214.5263,240.7652,227.6463,243.2389,267.3863,227.4863,232.1663,38.6882,214.6663,254.1063,69.0622,229.0126,240.6126,239.9263,267.8652
369.25,432.25,189,2.25,220.685,220.685,214.625,240.905,227.785,243.365,267.485,227.585,232.265,38.6882,214.785,254.205,69.0623,229.125,240.725,240.025,268.005
369.5,432.5,189,2.5,220.8037,220.8037,214.7237,241.0037,227.8837,243.4637,267.5837,227.6837,232.3637,38.6883,214.8837,254.3037,69.0624,229.2237,240.8637,240.1237,268.1437
369.75,432.75,189,2.75,220.9024,220.9024,214.8624,241.1424,228.0224,243.6024,267.6824,227.7824,232.5224,38.6883,214.9824,254.4024,69.0625,229.3824,240.9624,240.2624,268.2424
370.0,433.0,190,1.0,221.0033,221.0033,214.9611,241.2411,228.1411,243.7022,267.7811,227.8844,232.6222,38.6884,215.1011,254.5022,69.0626,229.4822,241.0644,240.3644,268.3611
370.25,433.25,190,1.25,221.1597,221.1597,215.0597,241.3597,228.2594,243.8597,267.9397,228.0397,232.7397,38.6884,215.1997,254.6197,69.0627,229.5997,241.2197,240.5197,268.4597
370.5,433.5,190,1.5,221.2784,221.2784,215.1768,241.4968,228.3784,243.9784,268.0584,228.1384,232.8384,38.6885,215.3168,254.7184,69.0629,229.6984,241.3384,240.6184,268.5984
370.75,433.75,190,1.75,221.3971,221.3971,215.2771,241.6142,228.4771,244.0971,268.1571,228.2571,232.9771,38.6885,215.4171,254.8171,69.063,229.7971,241.4571,240.7171,268.7171
371.0,434.0,190,2.0,221.4958,221.4958,215.3958,241.7358,228.6158,244.2316,268.2958,228.3558,233.0758,38.6886,215.5316,254.9158,69.0631,229.9316,241.5558,240.8158,268.8474
371.25,434.25,190,2.25,221.5945,221.5945,215.4945,241.8545,228.7145,244.3545,268.3945,228.4745,233.1945,38.6887,215.6345,255.0345,69.0632,230.0345,241.6745,240.9145,268.9745
371.5,434.5,190,2.5,221.7064,221.7064,215.5932,241.9532,228.8132,244.4732,268.4932,228.5732,233.2932,38.6887,215.7332,255.1332,69.0633,230.1332,241.7732,241.0132,269.0732
371.75,434.75,190,2.75,221.8318,221.8318,215.7118,242.1118,228.9518,244.5718,268.5918,228.7318,233.4718,38.6888,215.8918,255.2918,69.0634,230.2918,241.9118,241.1718,269.2272
372.0,435.0,191,1.0,221.941,221.941,215.8105,242.2305,229.0505,244.721,268.701,228.8305,233.5905,38.6888,215.9905,255.3905,69.0635,230.4105,242.0505,241.3315,269.361
372.25,435.25,191,1.25,222.0692,222.0692,215.9092,242.3292,229.1692,244.8292,268.8492,228.9292,233.6892,38.6889,216.0892,255.4892,69.0636,230.5092,242.1492,241.4492,269.5092
372.5,435.5,191,1.5,222.1679,222.1679,216.0079,242.4716,229.2879,244.9758,268.9558,229.0279,233.8037,38.6889,216.1879,255.5879,69.0638,230.6079,242.3079,241.5479,269.6316
372.75,435.75,191,1.75,222.2666,222.2666,216.1266,242.6066,229.3866,245.0866,269.0866,229.1466,233.9266,38.689,216.2866,255.6866,69.0639,230.7132,242.4066,241.6466,269.7666
373.0,436.0,191,2.0,222.4253,222.4253,216.2412,242.7253,229.5253,245.2212,269.2053,229.2453,234.0359,38.689,216.3853,255.7853,69.064,230.8453,242.5253,241.7559,269.8759
373.25,436.25,191,2.25,222.5439,222.5439,216.3839,242.8439,229.6239,245.3639,269.3039,229.3639,234.1639,38.6891,216.4917,255.8839,69.0641,230.9639,242.6439,241.8839,270.0039
373.5,436.5,191,2.5,222.6426,222.6426,216.4826,242.9426,229.7252,245.4626,269.4052,229.4626,234.2626,38.6891,216.6252,255.9826,69.0642,231.0626,242.7426,241.9826,270.1026
373.75,436.75,191,2.75,222.7613,222.7613,216.5813,243.0413,229.8613,245.5813,269.5413,229.6013,234.3813,38.6892,216.7413,256.1213,69.0643,231.1826,242.9213,242.0813,270.2213
374.0,437.0,192,1.0,222.86,222.86,216.68,243.14,229.96,245.7,269.66,229.72,234.5,38.6893,216.84,256.22,69.0644,231.3,243.02,242.2,270.32
374.25,437.25,192,1.25,223.0387,223.0387,216.8187,243.2787,230.0587,245.8187,269.7987,229.8187,234.7174,38.6893,216.9587,256.3187,69.0646,231.4587,243.1387,242.3387,270.5187
374.5,437.5,192,1.5,223.1574,223.1574,216.9374,243.4296,230.1974,245.987,269.9174,229.9174,234.8174,38.6894,217.0922,256.4174,69.0647,231.5748,243.2722,242.4896,270.7174
374.75,437.75,192,1.75,223.2561,223.2561,217.0361,243.5361,230.3361,246.0961,270.0161,230.0161,234.9161,38.6894,217.1961,256.5361,69.0648,231.6761,243.3761,242.5961,270.8161
375.0,438.0,192,2.0,223.3547,223.3547,217.1347,243.6747,230.4347,246.1947,270.1147,230.1147,235.0147,38.6895,217.2947,256.6347,69.0649,231.7747,243.4747,242.6947,270.9347
375.25,438.25,192,2.25,223.4534,223.4534,217.2334,243.7734,230.5734,246.2934,270.2334,230.2734,235.1334,38.6895,217.3934,256.7734,69.065,231.8734,243.6134,242.8134,271.0334
375.5,438.5,192,2.5,223.5521,223.5521,217.3321,243.8721,230.6842,246.4042,270.3321,230.3721,235.2321,38.6896,217.4921,256.8721,69.0651,231.9721,243.7121,242.9121,271.1521
375.75,438.75,192,2.75,223.6908,223.6908,217.4308,243.9908,230.7908,246.5508,270.4508,230.4708,235.3308,38.6896,217.6108,256.9708,69.0652,232.0908,243.8308,243.0108,271.2508
376.0,439.0,193,1.0,223.819,223.819,217.539,244.1095,230.899,246.6885,270.5895,230.5695,235.4695,38.6897,217.7095,257.0695,69.0654,232.2295,243.979,243.1495,271.3495
376.25,439.25,193,1.25,223.9282,223.9282,217.6482,244.2282,231.0282,246.8082,270.6882,230.6882,235.5682,38.6897,217.8082,257.1682,69.0655,232.3282,244.0882,243.2482,271.4682
376.5,439.5,193,1.5,224.0268,224.0268,217.7468,244.3404,231.1404,246.9204,270.7868,230.7868,235.6804,38.6898,217.9068,257.2736,69.0656,232.4336,244.1868,243.3468,271.5804
376.75,439.75,193,1.75,224.1255,224.1255,217.8455,244.4655,231.2655,247.0455,270.8855,230.9255,235.8055,38.6899,218.0055,257.3855,69.0657,232.5455,244.3255,243.5255,271.7255
377.0,440.0,193,2.0,224.2284,224.2284,217.9442,244.5642,231.3642,247.1442,270.9926,231.0242,235.9084,38.6899,218.1042,257.4842,69.0658,232.6526,244.4284,243.6242,271.8242
377.25,440.25,193,2.25,224.3429,224.3429,218.0829,244.6829,231.5029,247.2829,271.1229,231.1429,236.0829,38.69,218.2429,257.5829,69.0659,232.7829,244.5429,243.7258,271.9629
377.5,440.5,193,2.5,224.4416,224.4416,218.1816,244.7848,231.6016,247.3832,271.2264,231.2416,236.1816,38.69,218.3416,257.6832,69.066,232.8864,244.6416,243.8432,272.0616
377.75,440.75,193,2.75,224.5603,224.5603,218.2803,244.9203,231.7403,247.5003,271.4203,231.3403,236.3003,38.6901,218.4603,257.8003,69.0661,233.0406,244.8003,243.9803,272.2003
378.0,441.0,194,1.0,224.6589,224.6589,218.3989,245.0189,231.8389,247.6578,271.5189,231.4389,236.3989,38.6901,218.5789,257.9178,69.0663,233.1589,244.8989,244.0789,272.2989
378.25,441.25,194,1.25,224.7976,224.7976,218.4976,245.1376,231.9776,247.7776,271.6176,231.5776,236.4976,38.6902,218.6776,258.0176,69.0664,233.2576,244.9976,244.1976,272.4176
378.5,441.5,194,1.5,224.9163,224.9163,218.5963,245.2726,232.0963,247.8926,271.7163,231.7126,236.6326,38.6902,218.7763,258.1163,69.0665,233.3963,245.1563,244.3563,272.5163
378.75,441.75,194,1.75,225.055,225.055,218.695,245.375,232.195,248.015,271.835,231.815,236.735,38.6903,218.895,258.235,69.0666,233.535,245.255,244.455,272.69
379.0,442.0,194,2.0,225.1537,225.1537,218.8074,245.4937,232.2937,248.1537,271.9737,231.9137,236.8537,38.6904,218.9937,258.3337,69.0667,233.6537,245.3537,244.5537,272.7937
379.25,442.25,194,2.25,225.2524,225.2524,218.9124,245.6324,232.4324,248.2724,272.0724,232.0324,236.9524,38.6904,219.0924,258.4524,69.0668,233.7524,245.4724,244.6924,272.9124
379.5,442.5,194,2.5,225.3511,225.3511,219.0311,245.7311,232.5511,248.3822,272.1711,232.1511,237.1311,38.6905,219.1911,258.5622,69.0669,233.8511,245.5911,244.8311,273.0222
379.75,442.75,194,2.75,225.5097,225.5097,219.1497,245.8697,232.6497,248.5297,272.2697,232.2897,237.2497,38.6905,219.2897,258.6697,69.0671,233.9497,245.7994,244.9497,273.1697
380.0,443.0,195,1.0,225.6168,225.6168,219.2484,245.9884,232.7484,248.6284,272.3684,232.3884,237.3484,38.6906,219.3884,258.7684,69.0672,234.0484,245.9084,245.0484,273.2684
380.25,443.25,195,1.25,225.7271,225.7271,219.3471,246.0871,232.8471,248.7271,272.4671,232.4871,237.4471,38.6906,219.4942,258.8671,69.0673,234.1671,246.0071,245.1471,273.3871
380.5,443.5,195,1.5,225.8258,225.8258,219.4458,246.1858,232.9716,248.8658,272.5658,232.5858,237.5458,38.6907,219.6058,258.9716,69.0674,234.2658,246.1058,245.2458,273.5116
380.75,443.75,195,1.75,225.9245,225.9245,219.5445,246.3045,233.0845,248.9845,272.7245,232.6845,237.6845,38.6907,219.7245,259.0845,69.0675,234.3845,246.209,245.3645,273.6645
381.0,444.0,195,2.0,226.0232,226.0232,219.6496,246.4432,233.1832,249.0864,272.8232,232.7832,237.8064,38.6908,219.8232,259.1832,69.0676,234.4864,246.3232,245.4632,273.7632
381.25,444.25,195,2.25,226.1818,226.1818,219.7818,246.5818,233.3418,249.2418,272.9618,232.8818,237.9218,38.6908,219.9218,259.2818,69.0677,234.6018,246.4636,245.5618,273.8618
381.5,444.5,195,2.5,226.2805,226.2805,219.8805,246.6825,233.4405,249.3405,273.0605,232.9805,238.0205,38.6909,220.0405,259.3805,69.0678,234.7005,246.5805,245.6605,273.9605
381.75,444.75,195,2.75,226.3792,226.3792,219.9792,246.8592,233.5392,249.4392,273.1592,233.1192,238.1192,38.691,220.1392,259.4792,69.068,234.7992,246.6992,245.7592,274.0792
382.0,445.0,196,1.0,226.4779,226.4779,220.0779,246.9579,233.6379,249.5579,273.2579,233.2179,238.2179,38.691,220.2379,259.5779,69.0681,234.9179,246.8179,245.8579,274.1779
382.25,445.25,196,1.25,226.5966,226.5966,220.1966,247.0766,233.7766,249.7366,273.4166,233.3366,238.3366,38.6911,220.3766,259.7366,69.0682,235.0566,246.9766,245.9566,274.2766
382.5,445.5,196,1.5,226.6953,226.6953,220.2953,247.1906,233.8753,249.8353,273.5153,233.4353,238.4353,38.6911,220.4753,259.8353,69.0683,235.1553,247.0753,246.0553,274.3753
382.75,445.75,196,1.75,226.8539,226.8539,220.4339,247.2939,233.9939,249.9739,273.6339,233.5539,238.6139,38.6912,220.5739,259.9339,69.0684,235.2939,247.2339,246.2939,274.6139
383.0,446.0,196,2.0,226.9526,226.9526,220.5326,247.3926,234.0926,250.0726,273.7326,233.6726,238.7126,38.6912,220.6726,260.0326,69.0685,235.3926,247.3452,246.3926,274.7126
383.5,446.5,196,2.5,227.19,227.19,220.8,247.67,234.47,250.41,273.93,233.99,238.95,38.6913,220.89,260.33,69.0688,235.63,247.69,246.64,275.01
383.75,446.75,196,2.75,227.3687,227.3687,220.9087,247.7974,234.5687,250.5087,274.1687,234.0887,239.1087,38.6914,221.0887,260.4287,69.0689,235.7887,247.7887,246.8574,275.1087
384.0,447.0,197,1.0,227.4674,227.4674,221.0074,247.9222,234.6674,250.6348,274.2674,234.1874,239.2296,38.6914,221.1874,260.5274,69.069,235.8874,247.8948,246.9674,275.2296
384.25,447.25,197,1.25,227.5661,227.5661,221.1061,248.0661,234.7661,250.7661,274.3661,234.2861,239.3661,38.6915,221.2861,260.6261,69.0691,235.9861,248.0261,247.1461,275.3661
384.5,447.5,197,1.5,227.6847,227.6847,221.2447,248.1847,234.8647,250.8694,274.4741,234.3847,239.4694,38.6916,221.3847,260.7247,69.0692,236.0847,248.1247,247.2447,275.4741
384.75,447.75,197,1.75,227.7834,227.7834,221.3434,248.2868,234.9634,251.0034,274.6068,234.5034,239.5834,38.6916,221.5068,260.8234,69.0693,236.1834,248.2234,247.3434,275.6068
385.0,448.0,197,2.0,227.8821,227.8821,221.4442,248.4442,235.1242,251.1421,274.7242,234.6063,239.6863,38.6917,221.6221,260.9221,69.0694,236.2821,248.3221,247.4442,275.7621
385.25,448.25,197,2.25,228.0416,228.0416,221.5608,248.5608,235.2424,251.2416,274.8608,234.7408,239.8208,38.6917,221.7216,261.0208,69.0696,236.464,248.4424,247.5848,275.8624
385.5,448.5,197,2.5,228.1595,228.1595,221.6595,248.679,235.3995,251.3795,274.9595,234.8395,239.9195,38.6918,221.859,261.1795,69.0697,236.6395,248.5795,247.7795,275.9995
385.75,448.75,197,2.75,228.3182,228.3182,221.8382,248.8582,235.5782,251.5982,275.1382,234.9582,240.1582,38.6918,221.9782,261.2782,69.0698,236.7382,248.7182,247.8782,276.1382
386.0,449.0,198,1.0,228.4336,228.4336,221.9568,248.9568,235.6768,251.6968,275.2368,235.0568,240.2568,38.6919,222.0768,261.3768,69.0699,236.8368,248.8568,247.9768,276.2704
386.25,449.25,198,1.25,228.5555,228.5555,222.0555,249.0555,235.7755,251.7955,275.3355,235.1555,240.3555,38.6919,222.1755,261.4755,69.07,236.9355,248.9555,248.0755,276.3755
386.5,449.5,198,1.5,228.6542,228.6542,222.1542,249.1942,235.8884,251.8942,275.4342,235.2684,240.4742,38.692,222.2942,261.6142,69.0701,237.0342,249.0542,248.1742,276.5742
386.75,449.75,198,1.75,228.7529,228.7529,222.2529,249.3329,235.9929,251.9929,275.5729,235.4129,240.5729,38.6921,222.4729,261.7129,69.0702,237.2929,249.1929,248.2729,276.6858
387.0,450.0,198,2.0,228.8516,228.8516,222.3716,249.4516,236.1432,252.1716,275.6716,235.5116,240.7316,38.6921,222.5716,261.8116,69.0703,237.3916,249.3116,248.3916,276.7916
387.25,450.25,198,2.25,228.9903,228.9903,222.4703,249.5703,236.2503,252.2703,275.8503,235.6103,240.8503,38.6922,222.6703,261.9406,69.0705,237.4903,249.4903,248.5309,276.9103
387.5,450.5,198,2.5,229.1067,229.1067,222.6067,249.6889,236.3489,252.4712,275.9489,235.7178,240.9489,38.6922,222.7689,262.0489,69.0706,237.5889,249.6089,248.6778,277.0178
387.75,450.75,198,2.75,229.2276,229.2276,222.7276,249.7876,236.4876,252.6476,276.0476,235.8276,241.0476,38.6923,222.8676,262.1476,69.0707,237.6876,249.7076,248.7876,277.1676
388.0,451.0,199,1.0,229.3263,229.3263,222.8263,249.8863,236.5863,252.7463,276.1463,235.9263,241.1663,38.6923,222.9663,262.2463,69.0708,237.7732,249.8063,248.8863,277.3389
388.25,451.25,199,1.25,229.485,229.485,222.965,249.985,236.685,252.845,276.245,236.025,241.265,38.6924,223.085,262.345,69.0709,237.8462,249.965,248.985,277.465
388.5,451.5,199,1.5,229.5837,229.5837,223.0637,250.1637,236.7837,252.9437,276.3711,236.1237,241.3674,38.6924,223.2074,262.4437,69.071,237.9037,250.0637,249.1637,277.5637
388.75,451.75,199,1.75,229.6824,229.6824,223.1624,250.2648,236.9024,253.0448,276.5224,236.2424,241.5024,38.6925,223.3224,262.5448,69.0711,238.0024,250.1624,249.2624,277.6624
389.0,452.0,199,2.0,229.8022,229.8022,223.2622,250.4222,237.0622,253.1822,276.6222,236.3411,241.611,38.6925,223.4611,262.7011,69.0713,238.1121,250.2622,249.3611,277.7633
389.25,452.25,199,2.25,229.9394,229.9394,223.3797,250.5397,237.1797,253.2997,276.7797,236.4397,241.8797,38.6926,223.5597,262.7997,69.0714,238.3997,250.3797,249.4797,277.8997
389.5,452.5,199,2.5,230.1584,230.1584,223.4784,250.6384,237.3184,253.4184,276.8784,236.5384,241.9784,38.6927,223.7184,262.9184,69.0715,238.4984,250.5384,249.5984,278.0384
389.75,452.75,199,2.75,230.2571,230.2571,223.6371,250.7371,237.4171,253.6771,276.9771,236.6771,242.0771,38.6927,223.8171,263.0171,69.0716,238.5971,250.6371,249.7371,278.1371
390.0,453.0,200,1.0,230.3558,230.3558,223.7358,250.8358,237.5158,253.7758,277.0758,236.7758,242.1758,38.6928,223.9158,263.1158,69.0717,238.6958,250.7358,249.8358,278.2358
390.25,453.25,200,1.25,230.4545,230.4545,223.8545,251.0745,237.6145,253.8745,277.2145,236.8945,242.2745,38.6928,224.0145,263.2145,69.0718,238.7945,250.9345,249.9745,278.3345
390.5,453.5,200,1.5,230.5532,230.5532,223.9532,251.1732,237.7792,253.9732,277.3132,237.0132,242.3732,38.6929,224.1264,263.3332,69.0719,238.8932,251.0464,250.1264,278.5732
390.75,453.75,200,1.75,230.6518,230.6518,224.0636,251.2718,237.9118,254.0718,277.4118,237.1118,242.4718,38.6929,224.2318,263.4318,69.0721,238.9918,251.1518,250.2318,278.6718
391.0,454.0,200,2.0,230.7705,230.7705,224.1705,251.3905,238.021,254.2105,277.542,237.2105,242.5705,38.693,224.3305,263.541,69.0722,239.0905,251.2505,250.3305,278.7915
391.25,454.25,200,2.25,230.8892,230.8892,224.2892,251.5292,238.1492,254.3692,277.7092,237.3092,242.6692,38.693,224.4384,263.6492,69.0723,239.1892,251.4092,250.4384,278.9784
391.5,454.5,200,2.5,230.9879,230.9879,224.3879,251.6279,238.2479,254.4679,277.8079,237.4079,242.7879,38.6931,224.5679,263.7479,69.0724,239.2879,251.5158,250.5479,279.1158
391.75,454.75,200,2.75,231.0866,231.0866,224.4866,251.7466,238.3466,254.6066,277.9666,237.5066,242.9066,38.6931,224.7066,263.8466,69.0725,239.4466,251.6532,250.6466,279.2266
392.0,455.0,201,1.0,231.2012,231.2012,224.5906,251.8559,238.4453,254.7106,278.0653,237.6053,243.0159,38.6932,224.8053,263.9453,69.0726,239.5506,251.7759,250.7453,279.3253
392.25,455.25,201,1.25,231.3839,231.3839,224.7039,252.0239,238.6239,254.8239,278.1639,237.7039,243.1439,38.6933,224.9239,264.0839,69.0727,239.6639,251.9239,250.828,279.4239
392.5,455.5,201,1.5,231.4826,231.4826,224.8026,252.1278,238.7226,254.9652,278.2826,237.8052,243.2452,38.6933,225.0252,264.1826,69.0728,239.7678,252.0252,250.9026,279.5226
392.75,455.75,201,1.75,231.5813,231.5813,224.9813,252.2613,238.9026,255.0839,278.3813,237.9213,243.3626,38.6934,225.1413,264.2813,69.073,239.9013,252.1426,250.9603,279.6826
393.0,456.0,201,2.0,231.72,231.72,225.08,252.36,239.02,255.22,278.48,238.02,243.48,38.6934,225.24,264.4,69.0731,240.0,252.26,251.0,279.8
393.25,456.25,201,2.25,231.8387,231.8387,225.1787,252.4987,239.1187,255.3387,278.6187,238.1387,243.5987,38.6935,225.3587,264.4987,69.0732,240.1387,252.3787,251.1987,279.9387
393.5,456.5,201,2.5,231.9374,231.9374,225.2774,252.5974,239.2174,255.4574,278.7174,238.2374,243.6974,38.6935,225.4974,264.5974,69.0733,240.2374,252.4974,251.2974,280.0774
393.75,456.75,201,2.75,232.0561,232.0561,225.3761,252.7161,239.4561,255.5961,278.8561,238.3361,243.8161,38.6936,225.5961,264.6961,69.0734,240.3561,252.6161,251.6361,280.1761
394.0,457.0,202,1.0,232.1694,232.1694,225.4747,252.8547,239.5547,255.7494,278.9547,238.4347,243.9147,38.6936,225.6947,264.8494,69.0735,240.4694,252.7294,251.7347,280.3347
394.25,457.25,202,1.25,232.2734,232.2734,225.6334,252.9934,239.6534,255.8868,279.0534,238.5734,244.0534,38.6937,225.7934,264.9534,69.0736,240.5934,252.8934,251.8534,280.5134
