qstamp,tstamp,measure,beat,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,D Horn 1,D Horn 2,Bb (basso) Horn 3,Bb (basso) Horn 4,D Trumpet 1,D Trumpet 2,Alto Trombone,Tenor Trombone,Bass Trombone,"D, A Timpani",Triangle,Cymbals,Bass Drum,Soprano solo,Alto solo,Tenor solo,Bass solo,Soprano,Alto,Tenor,Bass,Violin 1,Violin 2,Viola,Violoncello,Contrabass
558.5,244.4308,164,3.5,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B4,B3,G3,G2
559.0,244.6183,164,4.0,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,A4,A3,F#3,F#2
559.5,244.8058,164,4.5,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,G4,G3,E3,E2
560.0,244.9933,165,1.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,D3,F#4,D4,r,r,F#5,D5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,D4,D4,D3
561.5,245.5558,165,2.5,r,F#6,D6,F#5,D5,r,r,F#3,D3,D2,F#4,D4,r,r,F#5,D5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D4,D4,D3,D3,D2
562.0,245.7433,165,3.0,r,G6,E6,G5,E5,r,r,G3,E3,D3,G4,E4,r,r,G5,E5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D4,D4,D3
563.0,246.1183,165,4.0,r,A6,F#6,A5,F#5,r,r,A3,F#3,r,A4,F#4,r,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
563.5,246.3058,165,4.5,r,A6,F#6,A5,F#5,r,r,A3,F#3,D2,A4,F#4,r,r,A5,F#5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D4,D4,D3,D3,D2
564.0,246.4933,166,1.0,r,A6,F#6,A5,F#5,r,r,A3,F#3,A2,A4,F#4,r,r,A5,F#5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A5,A5,A4,A3,A2
565.0,246.8683,166,2.0,r,G6,E6,G5,E5,r,r,G3,E3,r,G4,E4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
565.5,247.0558,166,2.5,r,G6,E6,G5,E5,r,r,G3,E3,A1,G4,E4,r,r,G5,E5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A2,A1
566.0,247.2433,166,3.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,A2,F#4,D4,r,r,F#5,D5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A4,A4,A4,A3,A2
567.0,247.6183,166,4.0,r,E6,A5,E5,A4,r,r,E3,A2,r,E4,A3,r,r,E5,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
567.5,247.8058,166,4.5,r,E6,A5,E5,A4,r,r,E3,A2,A1,E4,A3,r,r,E5,A4,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A2,A1
568.0,247.9933,167,1.0,r,D6,F#5,D5,F#4,r,r,F#3,D3,D2,D4,F#3,r,r,D5,F#4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,D5,D3,D2
569.0,248.3683,167,2.0,r,D6,F#5,D5,F#4,r,r,F#3,D3,r,D4,F#3,r,r,D5,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
570.0,248.7433,167,3.0,r,E6,A5,E5,A4,r,r,E3,C#3,r,E4,A3,r,r,E5,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
571.0,249.1183,167,4.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,D2,F#4,D4,r,r,F#5,D5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,D5,D3,D2
572.0,249.4933,168,1.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,A2,F#4,D4,r,r,F#5,D5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,D5,A3,A2
573.5,250.0558,168,2.5,r,E6,C#6,E5,C#5,r,r,E3,A2,r,E4,A3,r,r,E5,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
574.0,250.2433,168,3.0,r,E6,C#6,E5,C#5,r,r,E3,A2,A1,E4,A3,r,r,E5,A4,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,E5,E5,C#5,A2,A1
576.0,250.9933,169,1.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,D3,F#4,D4,r,r,F#5,D5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D6,D6,D5,D4,D3
577.5,251.5558,169,2.5,r,F#6,D6,F#5,D5,r,r,F#3,D3,D2,F#4,D4,r,r,F#5,D5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D4,D4,D3,D3,D2
578.0,251.7433,169,3.0,r,G6,E6,G5,E5,r,r,G3,E3,D3,G4,E4,r,r,G5,E5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D4,D4,D3
579.0,252.1183,169,4.0,r,A6,F#6,A5,F#5,r,r,A3,F#3,r,A4,F#4,r,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
579.5,252.3058,169,4.5,r,A6,F#6,A5,F#5,r,r,A3,F#3,D2,A4,F#4,r,r,A5,F#5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D4,D4,D3,D3,D2
580.0,252.4933,170,1.0,r,A6,F#6,A5,F#5,r,r,A3,F#3,A2,A4,F#4,r,r,A5,F#5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A5,A5,A4,A3,A2
581.0,252.8683,170,2.0,r,G6,E6,G5,E5,r,r,G3,E3,r,G4,E4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
581.5,253.0558,170,2.5,r,G6,E6,G5,E5,r,r,G3,E3,A1,G4,E4,r,r,G5,E5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A2,A1
582.0,253.2433,170,3.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,A2,F#4,D4,r,r,F#5,D5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A4,A4,A4,A3,A2
583.0,253.6183,170,4.0,r,E6,A5,E5,A4,r,r,E3,A2,r,E4,A3,r,r,E5,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
583.5,253.8058,170,4.5,r,E6,A5,E5,A4,r,r,E3,A2,A1,E4,A3,r,r,E5,A4,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A2,A1
584.0,253.9933,171,1.0,r,D6,F#5,D5,F#4,r,r,F#3,D3,D2,D4,F#3,r,r,D5,F#4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,D4,D3,D2
585.0,254.3683,171,2.0,r,D6,F#5,D5,F#4,r,r,F#3,D3,r,D4,F#3,r,r,D5,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
586.0,254.7433,171,3.0,r,E6,A5,E5,A4,r,r,E3,C#3,r,E4,A3,r,r,E5,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
587.0,255.1183,171,4.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,D2,F#4,D4,r,r,F#5,D5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,D5,D3,D2
588.0,255.4933,172,1.0,r,E6,A5,E5,A4,r,r,E3,C#3,A1,E4,A3,r,r,E5,A4,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,E5,E5,C#5,A2,A1
589.5,256.0558,172,2.5,r,D6,F#5,D5,F#4,r,r,F#3,D3,r,D4,F#3,r,r,D5,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
590.0,256.2433,172,3.0,r,D6,F#5,D5,F#4,r,r,F#3,D3,D2,D4,F#3,r,r,D5,F#4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D5,D3,D2
592.0,256.9933,173,1.0,r,E6,C#6,E5,C#5,r,r,E3,C#3,A1,E4,C#4,r,r,E5,C#5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,E5,E5,C#5,A2,A1
593.5,257.5558,173,2.5,r,E6,C#6,E5,C#5,r,r,E3,C#3,A1,E4,C#4,r,r,E5,C#5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A2,A1
594.0,257.7433,173,3.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,A2,F#4,D4,r,r,F#5,D5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A4,A4,A4,A3,A2
595.0,258.1183,173,4.0,r,D6,D6,D5,D5,r,r,D3,D3,D2,D4,F#3,r,r,D5,F#4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D5,D3,D2
596.0,258.4933,174,1.0,r,E6,C#6,E5,C#5,r,r,E3,C#3,A1,E4,C#4,r,r,E5,C#5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,E5,E5,C#5,A2,A1
597.0,258.8683,174,2.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,r,F#4,D4,r,r,F#5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
597.5,259.0558,174,2.5,r,G6,E6,G5,E5,r,r,G3,E3,A1,G4,E4,r,r,G5,E5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A2,A1
598.0,259.2433,174,3.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,A2,F#4,D4,r,r,F#5,D5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A4,A4,A4,A3,A2
599.0,259.6183,174,4.0,r,D6,D6,D5,D5,r,r,D3,D3,D2,D4,F#3,r,r,D5,F#4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D5,D3,D2
600.0,259.9933,175,1.0,r,E6,C#6,E5,C#5,r,r,E3,C#3,A1,E4,A3,r,r,E5,A4,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,E5,E5,C#5,A2,A1
601.0,260.3683,175,2.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,r,F#4,D4,r,r,F#5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
601.5,260.5558,175,2.5,r,G6,E6,G5,E5,r,r,G3,E3,A2,G4,E4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A3,A2
602.0,260.7433,175,3.0,r,F#6,C#6,F#5,C#5,r,r,F#4,C#4,B-2,F#4,F#3,r,r,F#5,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,F#4,B-3,B-2
603.0,261.1183,175,4.0,r,E6,C#6,E5,C#5,r,r,E4,C#4,F#2,F#4,F#3,r,r,F#4,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E5,E4,F#3,F#2
604.0,261.4933,176,1.0,r,D6,B5,D5,B4,r,r,D4,B3,B2,F#4,F#3,r,r,D5,D4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D4,B3,B2
605.0,261.8683,176,2.0,r,E6,G#5,E5,G#4,r,r,E4,G#3,E2,E4,E4,r,r,E5,E5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,E5,B4,B3,E3,E2
606.0,262.2433,176,3.0,r,A5,A5,A4,A4,r,r,A3,A3,A2,A3,A3,r,r,A4,A4,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A4,A4,A3,A3,A2
607.0,262.6183,176,4.0,r,F#6,D6,F#5,D5,r,r,F#4,D4,A1,F#4,D4,r,r,F#5,D5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,F#4,A2,A1
608.0,262.9933,177,1.0,r,F#6,D6,F#5,D5,r,r,F#4,D4,D3,F#4,D4,r,r,F#5,D5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,F#4,D4,D3
609.0,263.3683,177,2.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,r,F#4,D4,r,r,F#5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
609.5,263.5558,177,2.5,r,F#6,D6,F#5,D5,r,r,F#3,D3,D2,F#4,D4,r,r,F#5,D5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D4,D4,D3,D3,D2
610.0,263.7433,177,3.0,r,G6,E6,G5,E5,r,r,G3,E3,D3,G4,E4,r,r,G5,E5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D4,D4,D3
611.0,264.1183,177,4.0,r,A6,F#6,A5,F#5,r,r,A3,F#3,r,A4,F#4,r,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
611.5,264.3058,177,4.5,r,A6,F#6,A5,F#5,r,r,A3,F#3,D2,A4,F#4,r,r,A5,F#5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D4,D4,D3,D3,D2
612.0,264.4933,178,1.0,r,A6,F#6,A5,F#5,r,r,A3,F#3,A2,A4,F#4,r,r,A5,F#5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A5,A5,A4,A3,A2
613.0,264.8683,178,2.0,r,G6,E6,G5,E5,r,r,G3,E3,r,G4,E4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
613.5,265.0558,178,2.5,r,G6,E6,G5,E5,r,r,G3,E3,A1,G4,E4,r,r,G5,E5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A2,A1
614.0,265.2433,178,3.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,A2,F#4,D4,r,r,F#5,D5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A4,A4,A4,A3,A2
615.0,265.6183,178,4.0,r,E6,A5,E5,A4,r,r,E3,C#3,r,E4,A3,r,r,E5,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
615.5,265.8058,178,4.5,r,E6,A5,E5,A4,r,r,E3,C#3,A1,E4,A3,r,r,E5,A4,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A2,A1
616.0,265.9933,179,1.0,r,D6,F#5,D5,F#4,r,r,F#3,D3,D2,D4,F#3,r,r,D5,F#4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D4,D3,D2
617.0,266.3683,179,2.0,r,D6,F#5,D5,F#4,r,r,F#3,D3,r,D4,F#3,r,r,D5,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
618.0,266.7433,179,3.0,r,E6,A5,E5,A4,r,r,E3,C#3,r,E4,A3,r,r,E5,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
619.0,267.1183,179,4.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,D2,F#4,D4,r,r,F#5,D5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,D5,D3,D2
620.0,267.4933,180,1.0,r,E6,A5,E5,A4,r,r,E3,C#3,A1,E4,A3,r,r,E5,A4,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,E5,E5,C#5,A2,A1
621.5,268.0558,180,2.5,r,D6,F#5,D5,F#4,r,r,F#3,D3,r,D4,F#3,r,r,D5,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
622.0,268.2433,180,3.0,r,D6,F#5,D5,F#4,r,r,F#3,D3,D2,D4,F#3,r,r,D5,F#4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D5,D3,D2
622.5,268.4308,180,3.5,r,A6,F#6,A5,F#5,r,r,A3,F#3,D2,A4,F#4,r,r,A5,F#5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D5,D3,D2
623.0,268.6183,180,4.0,r,G6,E6,G5,E5,r,r,G3,E3,r,G4,E4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
623.5,268.8058,180,4.5,r,F#6,D6,F#5,D5,r,r,F#3,D3,r,F#4,D4,r,r,F#5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
624.0,268.9933,181,1.0,r,E6,C#6,E5,C#5,r,r,E3,C#3,A1,E4,C#4,r,r,E5,C#5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,E5,E5,C#5,A2,A1
625.5,269.5558,181,2.5,r,E6,C#6,E5,C#5,r,r,E3,C#3,A1,E4,C#4,r,r,E5,C#5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A2,A1
626.0,269.7433,181,3.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,A2,F#4,D4,r,r,F#5,D5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A4,A4,A4,A3,A2
627.0,270.1183,181,4.0,r,D6,F#5,D5,F#4,r,r,F#3,D3,D2,D4,F#3,r,r,D5,F#4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D5,D3,D2
628.0,270.4933,182,1.0,r,E6,C#6,E5,C#5,r,r,E3,C#3,A1,E4,C#4,r,r,E5,C#5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,E5,E5,C#5,A2,A1
629.0,270.8683,182,2.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,r,F#4,D4,r,r,F#5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
629.5,271.0558,182,2.5,r,G6,E6,G5,E5,r,r,G3,E3,A1,G4,E4,r,r,G5,E5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A2,A1
630.0,271.2433,182,3.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,A2,F#4,D4,r,r,F#5,D5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A4,A4,A4,A3,A2
631.0,271.6183,182,4.0,r,D6,D6,D5,D5,r,r,F#3,D3,D2,D4,F#3,r,r,D5,F#4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D5,D3,D2
632.0,271.9933,183,1.0,r,E6,C#6,E5,C#5,r,r,E3,C#3,A1,E4,A3,r,r,E5,A4,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,E5,E5,C#5,A2,A1
633.0,272.3683,183,2.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,r,F#4,D4,r,r,F#5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
633.5,272.5558,183,2.5,r,G6,E6,G5,E5,r,r,G3,E3,A2,G4,E4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A3,A2
634.0,272.7433,183,3.0,r,F#6,C#6,F#5,C#5,r,r,F#4,C#4,B-2,F#4,F#3,r,r,F#5,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,F#4,B-3,B-2
635.0,273.1183,183,4.0,r,E6,C#6,E5,C#5,r,r,E4,C#4,F#2,F#4,F#3,r,r,F#4,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E5,E4,F#3,F#2
636.0,273.4933,184,1.0,r,D6,B5,D5,B4,r,r,D4,B3,B2,F#4,F#3,r,r,D5,D4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D4,B3,B2
637.0,273.8683,184,2.0,r,E6,G#5,E5,G#4,r,r,E4,G#3,E2,E4,E4,r,r,E5,E5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,E5,B4,B3,E3,E2
638.0,274.2433,184,3.0,r,A5,A5,A4,A4,r,r,A3,A3,A2,A3,A3,r,r,A4,A4,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A4,A4,A3,A3,A2
639.0,274.6183,184,4.0,r,F#6,D6,F#5,D5,r,r,F#4,D4,A1,F#4,D4,r,r,F#5,D5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,F#4,A2,A1
640.0,274.9933,185,1.0,r,F#6,D6,F#5,D5,r,r,F#4,D4,D3,F#4,D4,r,r,F#5,D5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,F#4,D4,D3
641.0,275.3683,185,2.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,r,F#4,D4,r,r,F#5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
641.5,275.5558,185,2.5,r,F#6,D6,F#5,D5,r,r,F#3,D3,D2,F#4,D4,r,r,F#5,D5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D4,D4,D3,D3,D2
642.0,275.7433,185,3.0,r,G6,E6,G5,E5,r,r,G3,E3,D3,G4,E4,r,r,G5,E5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D4,D4,D3
643.0,276.1183,185,4.0,r,A6,F#6,A5,F#5,r,r,A3,F#3,r,A4,F#4,r,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
643.5,276.3058,185,4.5,r,A6,F#6,A5,F#5,r,r,A3,F#3,D2,A4,F#4,r,r,A5,F#5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D4,D4,D3,D3,D2
644.0,276.4933,186,1.0,r,A6,F#6,A5,F#5,r,r,A3,F#3,A2,A4,F#4,r,r,A5,F#5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A5,A5,A4,A3,A2
645.0,276.8683,186,2.0,r,G6,E6,G5,E5,r,r,G3,E3,r,G4,E4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
645.5,277.0558,186,2.5,r,G6,E6,G5,E5,r,r,G3,E3,A1,G4,E4,r,r,G5,E5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A2,A1
646.0,277.2433,186,3.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,A2,F#4,D4,r,r,F#5,D5,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A4,A4,A4,A3,A2
647.0,277.6183,186,4.0,r,E6,A5,E5,A4,r,r,E3,C#3,r,E4,A3,r,r,E5,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
647.5,277.8058,186,4.5,r,E6,A5,E5,A4,r,r,E3,C#3,A1,E4,A3,r,r,E5,A4,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A2,A1
648.0,277.9933,187,1.0,r,D6,F#5,D5,F#4,r,r,F#3,D3,D2,D4,F#3,r,r,D5,F#4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D4,D3,D2
649.0,278.3683,187,2.0,r,D6,F#5,D5,F#4,r,r,F#3,D3,r,D4,F#3,r,r,D5,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
650.0,278.7433,187,3.0,r,E6,A5,E5,A4,r,r,E3,C#3,r,E4,A3,r,r,E5,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
651.0,279.1183,187,4.0,r,F#6,D6,F#5,D5,r,r,F#3,D3,D2,F#4,D4,r,r,F#5,D5,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,D5,D3,D2
652.0,279.4933,188,1.0,r,E6,A5,E5,A4,r,r,E3,C#3,A1,E4,A3,r,r,E5,A4,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,E5,E5,C#5,A2,A1
653.5,280.0558,188,2.5,r,D6,F#5,D5,F#4,r,r,F#3,D3,r,D4,F#3,r,r,D5,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
654.0,280.2433,188,3.0,r,D6,F#5,D5,F#4,r,r,F#3,D3,D2,D4,F#3,r,r,D5,F#4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D4,F#3,D3,D2
654.25,280.3371,188,3.25,r,D6,F#5,D5,F#4,r,r,F#3,D3,D2,D4,F#3,r,r,D5,F#4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D5,F#4,A3,D3,D2
654.5,280.4308,188,3.5,r,D6,F#5,D5,F#4,r,r,F#3,D3,D2,D4,F#3,r,r,D5,F#4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D5,E4,G3,D3,D2
654.75,280.5246,188,3.75,r,D6,F#5,D5,F#4,r,r,F#3,D3,D2,D4,F#3,r,r,D5,F#4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D4,F#3,D3,D2
655.0,280.6183,188,4.0,r,A6,F#6,A5,F#5,r,r,A3,F#3,r,A4,F#4,r,r,A4,F#4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,A5,C#4,E3,r,r
655.25,280.7121,188,4.25,r,A6,F#6,A5,F#5,r,r,A3,F#3,r,A4,F#4,r,r,A4,F#4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,A5,D4,F#3,r,r
655.5,280.8058,188,4.5,r,A6,F#6,A5,F#5,r,r,A3,F#3,D2,A4,F#4,r,r,A4,F#4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,A5,E4,G3,D3,D2
655.75,280.8996,188,4.75,r,A6,F#6,A5,F#5,r,r,A3,F#3,D2,A4,F#4,r,r,A4,F#4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,A5,D4,F#3,D3,D2
656.0,280.9933,189,1.0,r,G6,E6,G5,E5,r,r,G3,E3,D3,G4,E4,r,r,D5,D4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,G5,D4,F#3,D4,D3
656.25,281.0871,189,1.25,r,G6,E6,G5,E5,r,r,G3,E3,D3,G4,E4,r,r,D5,D4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,G5,A3,C#3,D4,D3
656.5,281.1808,189,1.5,r,G6,E6,G5,E5,r,r,G3,E3,D3,G4,E4,r,r,D5,D4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,G5,B3,D3,D4,D3
656.75,281.2746,189,1.75,r,G6,E6,G5,E5,r,r,G3,E3,D3,G4,E4,r,r,D5,D4,r,r,r,D3,r,r,r,r,r,r,r,r,r,r,r,G5,C#4,E3,D4,D3
657.0,281.3683,189,2.0,r,G6,E6,G5,E5,r,r,G3,E3,r,G4,E4,r,r,D5,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,D4,F#3,r,r
657.25,281.4621,189,2.25,r,G6,E6,G5,E5,r,r,G3,E3,r,G4,E4,r,r,D5,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,C#4,E3,r,r
